city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Meadow Vista,Meadow Vista,CA,California,6061,Placer,39.003,-121.0304,3679,268,polygon,False,False,America/Los_Angeles,3,95722,1840018815
Auburn Lake Trails,Auburn Lake Trails,CA,California,6017,El Dorado,38.8917,-120.9849,3664,111,polygon,False,False,America/Los_Angeles,3,95614,1840028321
Squaw Valley,Squaw Valley,CA,California,6019,Fresno,36.6944,-119.2,3646,24,polygon,False,False,America/Los_Angeles,3,93675 93646,1840018940
Felton,Felton,CA,California,6087,Santa Cruz,37.0392,-122.0804,3633,308,polygon,False,False,America/Los_Angeles,3,95018,1840017651
Pajaro,Pajaro,CA,California,6053,Monterey,36.9016,-121.7417,3620,1507,polygon,False,False,America/Los_Angeles,3,95076,1840019019
Tarpey Village,Tarpey Village,CA,California,6019,Fresno,36.7941,-119.7012,3609,1753,polygon,False,False,America/Los_Angeles,3,93727,1840024782
Heber,Heber,CA,California,6025,Imperial,32.7318,-115.5204,3604,938,polygon,False,False,America/Los_Angeles,3,92249,1840018034
Moss Beach,Moss Beach,CA,California,6081,San Mateo,37.5184,-122.5036,3604,620,polygon,False,False,America/Los_Angeles,3,94038 94019,1840018923
Lake of the Pines,Lake of the Pines,CA,California,6057,Nevada,39.0378,-121.0642,3599,929,polygon,False,False,America/Los_Angeles,3,95602,1840017554
Woodbridge,Woodbridge,CA,California,6077,San Joaquin,38.1692,-121.3113,3582,458,polygon,False,False,America/Los_Angeles,3,95258 95241,1840026773
Stallion Springs,Stallion Springs,CA,California,6029,Kern,35.0935,-118.6477,3581,84,polygon,False,False,America/Los_Angeles,3,93561,1840019132
Meiners Oaks,Meiners Oaks,CA,California,6111,Ventura,34.4505,-119.2731,3569,978,polygon,False,False,America/Los_Angeles,3,93023,1840019196
Kelseyville,Kelseyville,CA,California,6033,Lake,38.9704,-122.8327,3560,476,polygon,False,False,America/Los_Angeles,3,95451,1840017550
Lockeford,Lockeford,CA,California,6077,San Joaquin,38.1509,-121.1554,3521,162,polygon,False,False,America/Los_Angeles,3,95240 95237,1840018894
Reliez Valley,Reliez Valley,CA,California,6013,Contra Costa,37.9399,-122.1027,3518,575,polygon,False,True,America/Los_Angeles,3,94549,1840076147
Valley Springs,Valley Springs,CA,California,6009,Calaveras,38.1837,-120.815,3502,136,polygon,False,False,America/Los_Angeles,3,95252,1840018870
Granite Hills,Granite Hills,CA,California,6073,San Diego,32.8033,-116.9056,3500,484,polygon,False,False,America/Los_Angeles,3,92021 92019,1840028377
Lake Isabella,Lake Isabella,CA,California,6029,Kern,35.6378,-118.4819,3495,62,polygon,False,False,America/Los_Angeles,3,93285 93240,1840017823
Hidden Meadows,Hidden Meadows,CA,California,6073,San Diego,33.2236,-117.1198,3462,202,polygon,False,False,America/Los_Angeles,3,92026,1840028378
Rollingwood,Rollingwood,CA,California,6013,Contra Costa,37.9655,-122.3305,3449,7849,polygon,False,False,America/Los_Angeles,2,94806,1840028352
Oakhurst,Oakhurst,CA,California,6039,Madera,37.3342,-119.6483,3446,221,polygon,False,False,America/Los_Angeles,3,93644,1840018918
Mono Vista,Mono Vista,CA,California,6109,Tuolumne,38.0124,-120.2697,3446,469,polygon,False,False,America/Los_Angeles,3,95370,1840018880
Riverdale,Riverdale,CA,California,6019,Fresno,36.4304,-119.8671,3433,337,polygon,False,False,America/Los_Angeles,3,93656,1840018942
San Miguel,San Miguel,CA,California,6013,Contra Costa,37.8867,-122.0368,3433,1262,polygon,False,True,America/Los_Angeles,3,94596,1840076163
Monte Sereno,Monte Sereno,CA,California,6085,Santa Clara,37.2404,-121.9882,3427,806,polygon,False,True,America/Los_Angeles,3,95030,1840020330
Meadowbrook,Meadowbrook,CA,California,6065,Riverside,33.7253,-117.2851,3414,196,polygon,False,True,America/Los_Angeles,3,92570,1840075971
Campo,Campo,CA,California,6073,San Diego,32.6394,-116.4745,3408,55,polygon,False,False,America/Los_Angeles,3,91906,1840022969
Vandenberg AFB,Vandenberg AFB,CA,California,6083,Santa Barbara,34.7483,-120.5182,3387,59,polygon,True,True,America/Los_Angeles,3,93437,1840074669
Coronita,Coronita,CA,California,6065,Riverside,33.876,-117.6109,3383,2182,polygon,False,True,America/Los_Angeles,2,92882,1840075705
Pine Hills,Pine Hills,CA,California,6023,Humboldt,40.7313,-124.1551,3375,128,polygon,False,False,America/Los_Angeles,3,95503,1840028396
Casa Conejo,Casa Conejo,CA,California,6111,Ventura,34.1847,-118.9445,3372,2760,polygon,False,False,America/Los_Angeles,2,91320,1840017912
Loyola,Loyola,CA,California,6085,Santa Clara,37.3502,-122.098,3367,911,polygon,False,False,America/Los_Angeles,3,94024,1840028385
Kennedy,Kennedy,CA,California,6077,San Joaquin,37.929,-121.2457,3356,1069,polygon,False,False,America/Los_Angeles,3,95205 95206,1840028346
North Lakeport,North Lakeport,CA,California,6033,Lake,39.0883,-122.9054,3351,336,polygon,False,True,America/Los_Angeles,3,95453,1840037120
Pixley,Pixley,CA,California,6107,Tulare,35.9769,-119.2889,3347,414,polygon,False,False,America/Los_Angeles,3,93256,1840019036
Lake California,Lake California,CA,California,6103,Tehama,40.3608,-122.2102,3329,204,polygon,False,True,America/Los_Angeles,3,96022,1840042932
Winchester,Winchester,CA,California,6065,Riverside,33.7146,-117.0775,3322,160,polygon,False,False,America/Los_Angeles,3,92545 92596,1840019295
Desert Edge,Desert Edge,CA,California,6065,Riverside,33.9223,-116.4401,3319,565,polygon,False,False,America/Los_Angeles,3,92241,1840022907
Goshen,Goshen,CA,California,6107,Tulare,36.3518,-119.421,3304,717,polygon,False,False,America/Los_Angeles,3,93291 93227,1840017693
El Verano,El Verano,CA,California,6097,Sonoma,38.2975,-122.4915,3295,1111,polygon,False,False,America/Los_Angeles,3,95476 95433,1840017573
Seacliff,Seacliff,CA,California,6087,Santa Cruz,36.977,-121.9176,3286,1738,polygon,False,False,America/Los_Angeles,3,95003,1840028410
Esparto,Esparto,CA,California,6113,Yolo,38.6934,-122.0241,3272,274,polygon,False,False,America/Los_Angeles,3,95627,1840017569
Crockett,Crockett,CA,California,6013,Contra Costa,38.0519,-122.2201,3265,1186,polygon,False,False,America/Los_Angeles,3,94525,1840017608
Cambrian Park,Cambrian Park,CA,California,6085,Santa Clara,37.2563,-121.9287,3258,2061,polygon,False,False,America/Los_Angeles,2,95124,1840017639
Cottonwood,Cottonwood,CA,California,6089,Shasta,40.3904,-122.2861,3243,539,polygon,False,False,America/Los_Angeles,3,96022,1840017489
Tipton,Tipton,CA,California,6107,Tulare,36.0585,-119.313,3238,1238,polygon,False,False,America/Los_Angeles,3,93272,1840019039
Colfax,Colfax,CA,California,6061,Placer,39.0938,-120.9533,3205,549,polygon,False,True,America/Los_Angeles,3,95713,1840018818
Hoopa,Hoopa,CA,California,6023,Humboldt,41.0802,-123.6972,3201,60,polygon,False,False,America/Los_Angeles,3,95546,1840010406
San Antonio Heights,San Antonio Heights,CA,California,6071,San Bernardino,34.1571,-117.6592,3191,523,polygon,False,False,America/Los_Angeles,3,91784,1840019113
Terra Bella,Terra Bella,CA,California,6107,Tulare,35.9567,-119.0328,3182,451,polygon,False,False,America/Los_Angeles,3,93270,1840019043
Angwin,Angwin,CA,California,6055,Napa,38.5776,-122.4513,3179,254,polygon,False,False,America/Los_Angeles,3,94508,1840017570
Loma Rica,Loma Rica,CA,California,6115,Yuba,39.3204,-121.4038,3178,66,polygon,False,False,America/Los_Angeles,3,95901,1840017544
Morada,Morada,CA,California,6077,San Joaquin,38.0386,-121.2456,3166,410,polygon,False,False,America/Los_Angeles,3,95212,1840028389
Amesti,Amesti,CA,California,6087,Santa Cruz,36.9583,-121.7805,3163,415,polygon,False,False,America/Los_Angeles,3,95076,1840028334
East Richmond Heights,East Richmond Heights,CA,California,6013,Contra Costa,37.945,-122.314,3162,2104,polygon,False,False,America/Los_Angeles,2,94805,1840028372
Weaverville,Weaverville,CA,California,6105,Trinity,40.7488,-122.9274,3158,116,polygon,False,False,America/Los_Angeles,3,96093,1840018721
Nevada City,Nevada City,CA,California,6057,Nevada,39.2607,-121.0231,3148,556,polygon,False,True,America/Los_Angeles,3,95959,1840020226
Marin City,Marin City,CA,California,6041,Marin,37.8711,-122.5137,3126,2248,polygon,False,False,America/Los_Angeles,2,94965,1840026767
San Andreas,San Andreas,CA,California,6009,Calaveras,38.1911,-120.6763,3120,143,polygon,False,False,America/Los_Angeles,3,95249,1840018868
Jamestown,Jamestown,CA,California,6109,Tuolumne,37.9574,-120.411,3107,399,polygon,False,False,America/Los_Angeles,3,95327,1840017600
Bonny Doon,Bonny Doon,CA,California,6087,Santa Cruz,37.0435,-122.1369,3096,71,polygon,False,False,America/Los_Angeles,3,95060,1840022568
Morongo Valley,Morongo Valley,CA,California,6071,San Bernardino,34.0724,-116.5627,3090,47,polygon,False,False,America/Los_Angeles,3,92256,1840019110
Anza,Anza,CA,California,6065,Riverside,33.5679,-116.6967,3076,43,polygon,False,False,America/Los_Angeles,3,92539,1840022905
Kings Beach,Kings Beach,CA,California,6061,Placer,39.249,-120.0201,3044,341,polygon,False,False,America/Los_Angeles,3,96143,1840017560
Day Valley,Day Valley,CA,California,6087,Santa Cruz,37.0255,-121.8559,3033,63,polygon,False,False,America/Los_Angeles,3,95076 95003,1840028365
Strathmore,Strathmore,CA,California,6107,Tulare,36.1438,-119.0611,3033,824,polygon,False,False,America/Los_Angeles,3,93267,1840019042
Santa Rosa Valley,Santa Rosa Valley,CA,California,6111,Ventura,34.2453,-118.9023,3016,168,polygon,False,True,America/Los_Angeles,3,93012,1840042299
Sutter,Sutter,CA,California,6101,Sutter,39.1556,-121.7492,3005,382,polygon,False,False,America/Los_Angeles,3,95982,1840018819
Lake Nacimiento,Lake Nacimiento,CA,California,6079,San Luis Obispo,35.7309,-120.8702,2981,111,polygon,False,False,America/Los_Angeles,3,93446,1840017808
Yountville,Yountville,CA,California,6055,Napa,38.3963,-122.3671,2966,769,polygon,False,True,America/Los_Angeles,3,94599 94558,1840021487
Hartley,Hartley,CA,California,6095,Solano,38.4203,-121.9521,2960,176,polygon,False,False,America/Los_Angeles,3,95688,1840024675
Las Lomas,Las Lomas,CA,California,6053,Monterey,36.8689,-121.7317,2924,1088,polygon,False,False,America/Los_Angeles,3,95076,1840028099
Cutten,Cutten,CA,California,6023,Humboldt,40.7657,-124.1446,2919,870,polygon,False,False,America/Los_Angeles,3,95503,1840018715
South Oroville,South Oroville,CA,California,6007,Butte,39.4767,-121.5439,2906,422,polygon,False,False,America/Los_Angeles,3,95966,1840018776
Channel Islands Beach,Channel Islands Beach,CA,California,6111,Ventura,34.1586,-119.2231,2904,2750,polygon,False,False,America/Los_Angeles,2,93035,1840028360
Lucerne,Lucerne,CA,California,6033,Lake,39.0697,-122.776,2896,224,polygon,False,False,America/Los_Angeles,3,95458,1840017548
Ridgemark,Ridgemark,CA,California,6069,San Benito,36.8082,-121.3623,2872,431,polygon,False,False,America/Los_Angeles,3,95023,1840019015
Homestead Valley,Homestead Valley,CA,California,6071,San Bernardino,34.273,-116.4145,2865,32,polygon,False,True,America/Los_Angeles,3,92284 92285,1840043055
Oasis,Oasis,CA,California,6065,Riverside,33.5275,-116.1261,2857,56,polygon,False,False,America/Los_Angeles,3,92274,1840026987
Montalvin Manor,Montalvin Manor,CA,California,6013,Contra Costa,37.9977,-122.33,2852,3425,polygon,False,True,America/Los_Angeles,2,94806,1840028314
Kelly Ridge,Kelly Ridge,CA,California,6007,Butte,39.5289,-121.4662,2850,563,polygon,False,True,America/Los_Angeles,3,95966,1840042820
East Oakdale,East Oakdale,CA,California,6099,Stanislaus,37.7854,-120.8007,2839,204,polygon,False,False,America/Los_Angeles,3,95361,1840018907
Bayview,Bayview,CA,California,6023,Humboldt,40.7654,-124.1787,2811,1483,polygon,False,False,America/Los_Angeles,3,95503,1840017484
Penngrove,Penngrove,CA,California,6097,Sonoma,38.3005,-122.6707,2808,269,polygon,False,False,America/Los_Angeles,3,94951,1840024619
Pine Mountain Lake,Pine Mountain Lake,CA,California,6109,Tuolumne,37.8599,-120.1843,2772,56,polygon,False,True,America/Los_Angeles,3,95321,1840076099
Rose Hills,Rose Hills,CA,California,6037,Los Angeles,34.009,-118.0419,2771,2483,polygon,False,True,America/Los_Angeles,2,90601,1840075983
Crest,Crest,CA,California,6073,San Diego,32.8,-116.8671,2765,163,polygon,False,False,America/Los_Angeles,3,92021 92019,1840028340
North Shore,North Shore,CA,California,6065,Riverside,33.5157,-115.9092,2756,95,polygon,False,True,America/Los_Angeles,3,92254,1840038388
Vista Santa Rosa,Vista Santa Rosa,CA,California,6065,Riverside,33.6227,-116.2126,2739,65,polygon,False,False,America/Los_Angeles,3,92274 92236,1840028414
Val Verde,Val Verde,CA,California,6037,Los Angeles,34.4504,-118.6717,2734,411,polygon,False,False,America/Los_Angeles,3,91384,1840019212
West Bishop,West Bishop,CA,California,6027,Inyo,37.3571,-118.4542,2734,120,polygon,False,False,America/Los_Angeles,3,93514,1840028404
Weed,Weed,CA,California,6093,Siskiyou,41.4128,-122.3816,2725,220,polygon,False,True,America/Los_Angeles,3,96094,1840021319
Hayfork,Hayfork,CA,California,6105,Trinity,40.561,-123.1299,2711,14,polygon,False,False,America/Los_Angeles,3,96041,1840017487
Collierville,Collierville,CA,California,6077,San Joaquin,38.2141,-121.2675,2698,157,polygon,False,False,America/Los_Angeles,3,95632 95220,1840022522
Lexington Hills,Lexington Hills,CA,California,6085,Santa Clara,37.1616,-121.9879,2685,219,polygon,False,False,America/Los_Angeles,3,95033 95026 95044,1840028383
La Selva Beach,La Selva Beach,CA,California,6087,Santa Cruz,36.9276,-121.8445,2679,195,polygon,False,False,America/Los_Angeles,3,95076,1840024794
Desert View Highlands,Desert View Highlands,CA,California,6037,Los Angeles,34.5901,-118.1535,2668,2340,polygon,False,False,America/Los_Angeles,2,93551,1840028320
Dixon Lane-Meadow Creek,Dixon Lane-Meadow Creek,CA,California,6027,Inyo,37.3864,-118.4152,2664,306,polygon,False,True,America/Los_Angeles,3,93514,1840074358
Dogtown,Dogtown,CA,California,6077,San Joaquin,38.2096,-121.1551,2643,78,polygon,False,False,America/Los_Angeles,3,95220,1840024697
Lakeview,Lakeview,CA,California,6065,Riverside,33.8285,-117.1233,2638,312,polygon,False,False,America/Los_Angeles,3,92567,1840017990
Alturas,Alturas,CA,California,6049,Modoc,41.4898,-120.5516,2638,350,polygon,False,True,America/Los_Angeles,3,96101,1840018708
Cayucos,Cayucos,CA,California,6079,San Luis Obispo,35.4375,-120.8847,2630,327,polygon,False,False,America/Los_Angeles,3,93430,1840017807
Sutter Creek,Sutter Creek,CA,California,6005,Amador,38.3827,-120.8107,2622,375,polygon,False,True,America/Los_Angeles,3,95685,1840021492
Cabazon,Cabazon,CA,California,6065,Riverside,33.9127,-116.7828,2588,204,polygon,False,False,America/Los_Angeles,3,92230,1840017982
Frazier Park,Frazier Park,CA,California,6029,Kern,34.8123,-118.9542,2587,197,polygon,False,False,America/Los_Angeles,3,93225,1840017818
Georgetown,Georgetown,CA,California,6017,El Dorado,38.9112,-120.8356,2577,65,polygon,False,False,America/Los_Angeles,3,95634,1840017566
Caruthers,Caruthers,CA,California,6019,Fresno,36.5399,-119.845,2559,488,polygon,False,False,America/Los_Angeles,3,93609,1840017632
Edwards AFB,Edwards AFB,CA,California,6029,Kern,34.9045,-117.9295,2545,57,polygon,True,True,America/Los_Angeles,3,93523 93524,1840073911
Nice,Nice,CA,California,6033,Lake,39.1266,-122.8526,2527,565,polygon,False,False,America/Los_Angeles,3,95464 95485,1840018803
Ahwahnee,Ahwahnee,CA,California,6039,Madera,37.3652,-119.7194,2513,96,polygon,False,False,America/Los_Angeles,3,93601 93644,1840025722
Idyllwild-Pine Cove,Idyllwild-Pine Cove,CA,California,6065,Riverside,33.7443,-116.7257,2510,70,polygon,False,True,America/Los_Angeles,3,92561 92549,1840074173
Rancho Santa Fe,Rancho Santa Fe,CA,California,6073,San Diego,33.024,-117.1992,2510,144,polygon,False,False,America/Los_Angeles,3,92067,1840019348
Mission Canyon,Mission Canyon,CA,California,6083,Santa Barbara,34.4534,-119.7125,2508,641,polygon,False,False,America/Los_Angeles,3,93105,1840028348
Montara,Montara,CA,California,6081,San Mateo,37.5482,-122.4924,2504,249,polygon,False,False,America/Los_Angeles,3,94037,1840018922
Aromas,Aromas,CA,California,6069,San Benito,36.8771,-121.6404,2479,202,polygon,False,False,America/Los_Angeles,3,95004,1840017680
Ross,Ross,CA,California,6041,Marin,37.9638,-122.5615,2451,608,polygon,False,True,America/Los_Angeles,3,94960 94904 94957,1840021515
Parksdale,Parksdale,CA,California,6039,Madera,36.9465,-120.0212,2451,544,polygon,False,False,America/Los_Angeles,3,93638,1840028393
Bella Vista,Bella Vista,CA,California,6089,Shasta,40.6502,-122.245,2427,42,polygon,False,False,America/Los_Angeles,3,96008 96003,1840022392
Three Rivers,Three Rivers,CA,California,6107,Tulare,36.4319,-118.8806,2424,21,polygon,False,False,America/Los_Angeles,3,93271 93237,1840019038
Buckhorn,Buckhorn,CA,California,6005,Amador,38.4532,-120.5354,2387,157,polygon,False,False,America/Los_Angeles,3,95666 95644,1840025656
Pine Canyon,Pine Canyon,CA,California,6053,Monterey,36.1757,-121.1498,2369,274,polygon,False,True,America/Los_Angeles,3,93930,1840076064
Rainbow,Rainbow,CA,California,6073,San Diego,33.4098,-117.1395,2360,82,polygon,False,False,America/Los_Angeles,3,92028,1840019345
Wofford Heights,Wofford Heights,CA,California,6029,Kern,35.7127,-118.4732,2336,140,polygon,False,False,America/Los_Angeles,3,93285,1840019146
Weldon,Weldon,CA,California,6029,Kern,35.6431,-118.3103,2321,33,polygon,False,False,America/Los_Angeles,3,93283 93240,1840019145
Richgrove,Richgrove,CA,California,6107,Tulare,35.7966,-119.1069,2316,1978,polygon,False,False,America/Los_Angeles,3,93261,1840019037
Portola,Portola,CA,California,6063,Plumas,39.8241,-120.4733,2313,137,polygon,False,True,America/Los_Angeles,3,96122,1840020177
Twain Harte,Twain Harte,CA,California,6109,Tuolumne,38.0384,-120.234,2311,241,polygon,False,False,America/Los_Angeles,3,95370 95383,1840018882
Romoland,Romoland,CA,California,6065,Riverside,33.7648,-117.1572,2295,335,polygon,False,False,America/Los_Angeles,3,92585,1840019289
Arnold,Arnold,CA,California,6009,Calaveras,38.2423,-120.3547,2291,59,polygon,False,False,America/Los_Angeles,3,95223,1840017590
Weedpatch,Weedpatch,CA,California,6029,Kern,35.2369,-118.9123,2291,248,polygon,False,False,America/Los_Angeles,3,93307 93241,1840019144
East Sonora,East Sonora,CA,California,6109,Tuolumne,37.9777,-120.341,2278,355,polygon,False,False,America/Los_Angeles,3,95370,1840017599
Sleepy Hollow,Sleepy Hollow,CA,California,6041,Marin,38.012,-122.5877,2273,293,polygon,False,False,America/Los_Angeles,3,94960,1840140381
Clearlake Oaks,Clearlake Oaks,CA,California,6033,Lake,39.0218,-122.6593,2265,442,polygon,False,False,America/Los_Angeles,3,95423,1840017545
Poplar-Cotton Center,Poplar-Cotton Center,CA,California,6107,Tulare,36.0564,-119.1493,2259,679,polygon,False,True,America/Los_Angeles,3,93257 93258,1840074566
Westmorland,Westmorland,CA,California,6025,Imperial,33.0389,-115.6223,2254,1474,polygon,False,True,America/Los_Angeles,3,92281,1840022001
Aptos Hills-Larkin Valley,Aptos Hills-Larkin Valley,CA,California,6087,Santa Cruz,36.9606,-121.8341,2251,93,polygon,False,True,America/Los_Angeles,3,95076 95003,1840036659
Shingletown,Shingletown,CA,California,6089,Shasta,40.5035,-121.86,2246,35,polygon,False,False,America/Los_Angeles,3,96088,1840018728
Sky Valley,Sky Valley,CA,California,6065,Riverside,33.8912,-116.3551,2227,35,polygon,False,False,America/Los_Angeles,3,92241,1840025034
Columbia,Columbia,CA,California,6109,Tuolumne,38.0333,-120.4097,2226,144,polygon,False,False,America/Los_Angeles,3,95310 95370,1840017597
Boron,Boron,CA,California,6029,Kern,35.0164,-117.6659,2221,62,polygon,False,False,America/Los_Angeles,3,93516 93596,1840017811
Soulsbyville,Soulsbyville,CA,California,6109,Tuolumne,37.9917,-120.2617,2216,284,polygon,False,False,America/Los_Angeles,3,95372,1840018878
East Quincy,East Quincy,CA,California,6063,Plumas,39.9165,-120.9189,2210,70,polygon,False,False,America/Los_Angeles,3,95971,1840017517
Murphys,Murphys,CA,California,6009,Calaveras,38.1447,-120.4348,2188,81,polygon,False,False,America/Los_Angeles,3,95247,1840018865
Parkwood,Parkwood,CA,California,6039,Madera,36.9293,-120.0482,2183,1206,polygon,False,False,America/Los_Angeles,3,93637,1840028394
Bethel Island,Bethel Island,CA,California,6013,Contra Costa,38.0288,-121.6404,2161,158,polygon,False,False,America/Los_Angeles,3,94511,1840017610
Corralitos,Corralitos,CA,California,6087,Santa Cruz,36.9941,-121.7892,2160,92,polygon,False,False,America/Los_Angeles,3,95076,1840017647
Chester,Chester,CA,California,6063,Plumas,40.3017,-121.2339,2145,113,polygon,False,False,America/Los_Angeles,3,96020,1840017516
Borrego Springs,Borrego Springs,CA,California,6073,San Diego,33.241,-116.3571,2145,19,polygon,False,False,America/Los_Angeles,3,92004,1840018017
China Lake Acres,China Lake Acres,CA,California,6029,Kern,35.6387,-117.7667,2136,158,polygon,False,False,America/Los_Angeles,3,93555,1840028339
Santa Nella,Santa Nella,CA,California,6047,Merced,37.1014,-121.0153,2135,180,polygon,False,True,America/Los_Angeles,3,95322,1840076205
Hamilton City,Hamilton City,CA,California,6021,Glenn,39.7422,-122.0125,2113,2617,polygon,False,False,America/Los_Angeles,2,95951,1840017542
Bell Canyon,Bell Canyon,CA,California,6111,Ventura,34.2081,-118.6876,2109,223,polygon,False,True,America/Los_Angeles,3,91307,1840042214
Belvedere,Belvedere,CA,California,6041,Marin,37.8735,-122.4662,2104,1564,polygon,False,True,America/Los_Angeles,3,94920,1840018890
San Juan Bautista,San Juan Bautista,CA,California,6069,San Benito,36.8455,-121.538,2104,1114,polygon,False,True,America/Los_Angeles,3,95045,1840021631
Calwa,Calwa,CA,California,6019,Fresno,36.7136,-119.7607,2089,1421,polygon,False,False,America/Los_Angeles,3,93725,1840022562
Patterson Tract,Patterson Tract,CA,California,6107,Tulare,36.3795,-119.2956,2085,556,polygon,False,True,America/Los_Angeles,3,93291,1840042286
Fairbanks Ranch,Fairbanks Ranch,CA,California,6073,San Diego,32.9919,-117.1859,2085,158,polygon,False,False,America/Los_Angeles,3,92067,1840135662
Rouse,Rouse,CA,California,6099,Stanislaus,37.6196,-121.0084,2031,3289,polygon,False,True,America/Los_Angeles,2,95351,1840042936
Bodfish,Bodfish,CA,California,6029,Kern,35.5765,-118.4764,2030,95,polygon,False,False,America/Los_Angeles,3,93205,1840017810
Woodlands,Woodlands,CA,California,6079,San Luis Obispo,35.0289,-120.5524,2028,473,polygon,False,True,America/Los_Angeles,3,93444,1840038491
Easton,Easton,CA,California,6019,Fresno,36.6524,-119.7908,2018,258,polygon,False,False,America/Los_Angeles,3,93706 93725,1840017633
Seeley,Seeley,CA,California,6025,Imperial,32.7899,-115.6842,2010,585,polygon,False,False,America/Los_Angeles,3,92243 92273,1840019376
Auberry,Auberry,CA,California,6019,Fresno,37.0755,-119.4901,2009,40,polygon,False,False,America/Los_Angeles,3,93602,1840017628
Laton,Laton,CA,California,6019,Fresno,36.4338,-119.6916,2000,398,polygon,False,False,America/Los_Angeles,3,93242,1840017637
Taft Heights,Taft Heights,CA,California,6029,Kern,35.1337,-119.4711,1998,2607,polygon,False,False,America/Los_Angeles,2,93268,1840019150
Bertsch-Oceanview,Bertsch-Oceanview,CA,California,6015,Del Norte,41.7524,-124.1594,1988,144,polygon,False,True,America/Los_Angeles,3,95531,1840036786
San Pasqual,San Pasqual,CA,California,6037,Los Angeles,34.1393,-118.1027,1970,2981,polygon,False,True,America/Los_Angeles,2,91107,1840028271
Quincy,Quincy,CA,California,6063,Plumas,39.931,-120.9548,1952,178,polygon,False,False,America/Los_Angeles,3,95971,1840018768
Brookdale,Brookdale,CA,California,6087,Santa Cruz,37.1058,-122.1106,1939,194,polygon,False,False,America/Los_Angeles,3,95007 95006 95005,1840022569
Camino,Camino,CA,California,6017,El Dorado,38.7412,-120.6815,1903,326,polygon,False,False,America/Los_Angeles,3,95709,1840022477
Hidden Hills,Hidden Hills,CA,California,6037,Los Angeles,34.1637,-118.6612,1890,432,polygon,False,True,America/Los_Angeles,3,91302,1840020488
Graton,Graton,CA,California,6097,Sonoma,38.4376,-122.866,1889,461,polygon,False,False,America/Los_Angeles,3,95444 95472,1840017577
Biggs,Biggs,CA,California,6007,Butte,39.4102,-121.7133,1879,810,polygon,False,True,America/Los_Angeles,3,95917,1840018779
Warm Springs,Warm Springs,CA,California,6065,Riverside,33.7067,-117.3344,1874,517,polygon,False,True,America/Los_Angeles,3,92532,1840076411
Foresthill,Foresthill,CA,California,6061,Placer,39.0053,-120.8314,1856,64,polygon,False,False,America/Los_Angeles,3,95631,1840017558
Rolling Hills,Rolling Hills,CA,California,6037,Los Angeles,33.76,-118.3471,1845,238,polygon,False,True,America/Los_Angeles,3,90274,1840020493
Lone Pine,Lone Pine,CA,California,6027,Inyo,36.5774,-118.0777,1807,36,polygon,False,False,America/Los_Angeles,3,93545,1840017642
Piru,Piru,CA,California,6111,Ventura,34.4075,-118.7999,1805,247,polygon,False,False,America/Los_Angeles,3,93040 93015,1840019200
Red Corral,Red Corral,CA,California,6005,Amador,38.4116,-120.6056,1787,118,polygon,False,True,America/Los_Angeles,3,95666 95665,1840076141
Lagunitas-Forest Knolls,Lagunitas-Forest Knolls,CA,California,6041,Marin,38.018,-122.6914,1771,161,polygon,False,True,America/Los_Angeles,3,94963 94938 94933,1840074238
South Taft,South Taft,CA,California,6029,Kern,35.1293,-119.4575,1768,634,polygon,False,False,America/Los_Angeles,3,93268,1840019130
Woodville,Woodville,CA,California,6107,Tulare,36.0898,-119.205,1763,156,polygon,False,False,America/Los_Angeles,3,93274 93257,1840019041
Boronda,Boronda,CA,California,6053,Monterey,36.6947,-121.6745,1763,1186,polygon,False,False,America/Los_Angeles,3,93907,1840028335
Pine Grove,Pine Grove,CA,California,6005,Amador,38.4074,-120.6606,1762,97,polygon,False,False,America/Los_Angeles,3,95665,1840024637
South Dos Palos,South Dos Palos,CA,California,6047,Merced,36.9707,-120.6467,1756,441,polygon,False,False,America/Los_Angeles,3,93620 93665,1840018931
Pine Mountain Club,Pine Mountain Club,CA,California,6029,Kern,34.8446,-119.1669,1751,40,polygon,False,False,America/Los_Angeles,3,93222,1840028071
Los Molinos,Los Molinos,CA,California,6103,Tehama,40.027,-122.0981,1746,309,polygon,False,False,America/Los_Angeles,3,96055,1840017505
Elizabeth Lake,Elizabeth Lake,CA,California,6037,Los Angeles,34.659,-118.3783,1744,107,polygon,False,True,America/Los_Angeles,3,93532,1840075741
Le Grand,Le Grand,CA,California,6047,Merced,37.2288,-120.254,1739,588,polygon,False,False,America/Los_Angeles,3,95333,1840017627
Toro Canyon,Toro Canyon,CA,California,6083,Santa Barbara,34.4235,-119.5568,1728,186,polygon,False,False,America/Los_Angeles,3,93013 93108,1840028353
Lost Hills,Lost Hills,CA,California,6029,Kern,35.6254,-119.6789,1726,120,polygon,False,False,America/Los_Angeles,3,93249,1840017814
Redwood Valley,Redwood Valley,CA,California,6045,Mendocino,39.269,-123.2023,1713,241,polygon,False,False,America/Los_Angeles,3,95470,1840026602
Biola,Biola,CA,California,6019,Fresno,36.8006,-120.0199,1705,1239,polygon,False,False,America/Los_Angeles,3,93606 93630 93723,1840017629
London,London,CA,California,6107,Tulare,36.481,-119.444,1690,1036,polygon,False,False,America/Los_Angeles,3,93618,1840017692
